step	log_std_min	log_std_mean	log_std_max	std_min	std_mean	std_max	entropy_loss	learning_rate	tensorboard_std_mean
120	-2.000815	-1.998263	-1.995740	0.135225	0.135571	0.135913	0.05214142724871636	2.6337448559670777e-05	0.1355704367160797
240	-2.001052	-1.998056	-1.994592	0.135193	0.135599	0.136069	0.052122933231294154	2.6337448559670777e-05	0.13559849560260773
360	-2.002160	-1.997691	-1.993830	0.135043	0.135648	0.136173	0.052094731293618676	2.6337448559670777e-05	0.13564758002758026
480	-2.001617	-1.996993	-1.992635	0.135117	0.135743	0.136336	0.05203358102589846	2.6337448559670777e-05	0.1357423961162567
600	-2.002046	-1.996365	-1.991991	0.135059	0.135829	0.136423	0.05197025258094072	2.6337448559670777e-05	0.13582846522331238
720	-2.001924	-1.996276	-1.991244	0.135075	0.135841	0.136525	0.05196130480617285	2.6337448559670777e-05	0.13584090769290924
840	-2.001987	-1.995691	-1.990205	0.135067	0.135921	0.136667	0.05191710777580738	2.6337448559670777e-05	0.135919451713562
960	-2.001820	-1.995299	-1.989415	0.135089	0.135974	0.136775	0.05187147166579962	2.6337448559670777e-05	0.1359744369983673
1080	-2.002406	-1.994870	-1.989009	0.135010	0.136033	0.136831	0.051840169727802275	2.6337448559670777e-05	0.13603155314922333
1200	-2.002626	-1.994714	-1.988914	0.134980	0.136054	0.136844	0.051821930520236495	2.6337448559670777e-05	0.13605305552482605
1320	-2.003157	-1.994322	-1.988123	0.134909	0.136107	0.136952	0.051790735125541686	2.6337448559670777e-05	0.13610628247261047
1440	-2.002559	-1.994081	-1.987203	0.134989	0.136140	0.137078	0.05176610592752695	2.6337448559670777e-05	0.13613955676555634
1560	-2.003087	-1.993809	-1.986392	0.134918	0.136177	0.137189	0.05174323357641697	2.6337448559670777e-05	0.13617675006389618
1680	-2.002437	-1.993633	-1.986289	0.135006	0.136201	0.137204	0.05172090567648411	3.9506172839506166e-05	0.13620160520076752
1800	-2.003329	-1.993429	-1.985882	0.134886	0.136229	0.137259	0.051710952259600165	2.6337448559670777e-05	0.13622842729091644
1920	-2.003727	-1.993396	-1.984589	0.134832	0.136234	0.137437	0.05170215014368296	3.9506172839506166e-05	0.13623392581939697
2040	-2.003130	-1.993218	-1.983886	0.134912	0.136258	0.137534	0.05169170666486025	2.6337448559670777e-05	0.13625717163085938
2160	-2.000324	-1.992597	-1.983301	0.135292	0.136343	0.137614	0.05163517873734236	3.9506172839506166e-05	0.1363419145345688
2280	-2.001024	-1.992378	-1.982428	0.135197	0.136373	0.137734	0.0516130518168211	1.7558299039780518e-05	0.1363726407289505
2400	-2.001336	-1.992343	-1.982053	0.135155	0.136378	0.137786	0.05160588249564171	2.6337448559670777e-05	0.13637776672840118
2520	-2.002051	-1.992332	-1.981467	0.135058	0.136380	0.137867	0.05160623472183943	3.9506172839506166e-05	0.13637952506542206
2640	-2.002769	-1.992217	-1.980526	0.134961	0.136396	0.137997	0.05158723499625921	3.9506172839506166e-05	0.13639713823795319
